category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,concern0,concern1,concern2,concern3,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id
Sink,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Sink,OpenImages,0e2868759e7a615c_Sink
House,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,House,OpenImages,0e2868759e7a615c_House
Home appliance,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Home appliance,OpenImages,0e2868759e7a615c_Home appliance
Plumbing fixture,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Plumbing fixture,OpenImages,0e2868759e7a615c_Plumbing fixture
Cabinetry,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Cabinetry,OpenImages,0e2868759e7a615c_Cabinetry
Shelf,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Shelf,OpenImages,0e2868759e7a615c_Shelf
Tap,"[0, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Tap,OpenImages,0e2868759e7a615c_Tap
Cupboard,"[0, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0e2868759e7a615c.jpg,Cupboard,OpenImages,0e2868759e7a615c_Cupboard
Human face,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,5feb53a3d3a241a8.jpg,Human face,OpenImages,5feb53a3d3a241a8_Human face
Human hair,"[1, 1, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,5feb53a3d3a241a8.jpg,Human hair,OpenImages,5feb53a3d3a241a8_Human hair
Human body,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,5feb53a3d3a241a8.jpg,Human body,OpenImages,5feb53a3d3a241a8_Human body
Woman,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,5feb53a3d3a241a8.jpg,Woman,OpenImages,5feb53a3d3a241a8_Woman
Man,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,5feb53a3d3a241a8.jpg,Man,OpenImages,5feb53a3d3a241a8_Man
Window,"[0, 1, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,1229d5e203956ac6.jpg,Window,OpenImages,1229d5e203956ac6_Window
Skyscraper,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,4c24b6dbd820e52b.jpg,Skyscraper,OpenImages,4c24b6dbd820e52b_Skyscraper
Tower,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,4c24b6dbd820e52b.jpg,Tower,OpenImages,4c24b6dbd820e52b_Tower
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,8,2,2,7,6,CrowdWorks,5,5,6,9,2,0,146004.jpg,monitor_(computer_equipment) computer_monitor,LVIS,146004_monitor_(computer_equipment) computer_monitor
laptop_computer,"[0, 0, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,8,2,2,7,6,CrowdWorks,5,5,6,9,2,0,146004.jpg,laptop_computer,LVIS,146004_laptop_computer
desk,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,8,2,2,7,6,CrowdWorks,5,5,6,9,2,0,146004.jpg,desk,LVIS,146004_desk
Building,"[0, 1, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,0bc7015328a7f447.jpg,Building,OpenImages,0bc7015328a7f447_Building
Medical equipment,"[0, 1, 0, 0, 1, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,0bc7015328a7f447.jpg,Medical equipment,OpenImages,0bc7015328a7f447_Medical equipment
Human face,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,4,6,6,6,6,CrowdWorks,5,8,6,9,8,1,6d8134e58999658b.jpg,Human face,OpenImages,6d8134e58999658b_Human face
Man,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,4,6,6,6,6,CrowdWorks,5,8,6,9,8,1,6d8134e58999658b.jpg,Man,OpenImages,6d8134e58999658b_Man
person,"[0, 1, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,4,7,7,7,7,CrowdWorks,3,3,5,6,6,1,146467.jpg,person,LVIS,146467_person
cellular_telephone,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,141180.jpg,cellular_telephone,LVIS,141180_cellular_telephone
quilt,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,141180.jpg,quilt,LVIS,141180_quilt
bus_(vehicle),"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,104935.jpg,bus_(vehicle),LVIS,104935_bus_(vehicle)
mirror,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,Male,9,6,5,4,7,CrowdWorks,5,9,5,3,7,2,30589.jpg,mirror,LVIS,30589_mirror
refrigerator,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,Male,9,6,5,4,7,CrowdWorks,5,9,5,3,7,2,30589.jpg,refrigerator,LVIS,30589_refrigerator
cigarette,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,Male,9,6,5,4,7,CrowdWorks,5,9,5,3,7,2,30589.jpg,cigarette,LVIS,30589_cigarette
Human body,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",37,Female,2,6,6,6,6,CrowdWorks,4,6,6,8,5,1,3e40cab2517ace8d.jpg,Human body,OpenImages,3e40cab2517ace8d_Human body
Boy,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",37,Female,2,6,6,6,6,CrowdWorks,4,6,6,8,5,1,3e40cab2517ace8d.jpg,Boy,OpenImages,3e40cab2517ace8d_Boy
cat,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",26,Female,7,5,5,5,5,CrowdWorks,6,6,7,6,7,1,126696.jpg,cat,LVIS,126696_cat
license_plate,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,119604.jpg,license_plate,LVIS,119604_license_plate
desk,"[0, 1, 0, 1, 1, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,10,6,6,4,5,CrowdWorks,5,6,7,5,8,1,160201.jpg,desk,LVIS,160201_desk
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,40a05ea0282d5897.jpg,Human face,OpenImages,40a05ea0282d5897_Human face
Girl,"[1, 1, 0, 0, 0, 0]",5,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,40a05ea0282d5897.jpg,Girl,OpenImages,40a05ea0282d5897_Girl
Person,"[1, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,40a05ea0282d5897.jpg,Person,OpenImages,40a05ea0282d5897_Person
Mammal,"[1, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,40a05ea0282d5897.jpg,Mammal,OpenImages,40a05ea0282d5897_Mammal
Office building,"[1, 1, 0, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,40a05ea0282d5897.jpg,Office building,OpenImages,40a05ea0282d5897_Office building
Woman,"[1, 0, 0, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,40a05ea0282d5897.jpg,Woman,OpenImages,40a05ea0282d5897_Woman
Window,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,20c0763f3931f53e.jpg,Window,OpenImages,20c0763f3931f53e_Window
Bicycle,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,18e8b39f23696a5f.jpg,Bicycle,OpenImages,18e8b39f23696a5f_Bicycle
Building,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,18e8b39f23696a5f.jpg,Building,OpenImages,18e8b39f23696a5f_Building
Bicycle wheel,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,18e8b39f23696a5f.jpg,Bicycle wheel,OpenImages,18e8b39f23696a5f_Bicycle wheel
identity,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,4,4,5,5,5,CrowdWorks,5,6,7,5,8,0,1ef56c389d343cf2.jpg,identity,OpenImages,1ef56c389d343cf2_identity
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,13659.jpg,monitor_(computer_equipment) computer_monitor,LVIS,13659_monitor_(computer_equipment) computer_monitor
Human body,"[1, 1, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,8,6,6,5,6,CrowdWorks,7,5,7,7,8,4,3fefc0feb476ed7e.jpg,Human body,OpenImages,3fefc0feb476ed7e_Human body
Man,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,8,6,6,5,6,CrowdWorks,7,5,7,7,8,4,3fefc0feb476ed7e.jpg,Man,OpenImages,3fefc0feb476ed7e_Man
Human hair,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,8,6,6,5,6,CrowdWorks,7,5,7,7,8,4,3fefc0feb476ed7e.jpg,Human hair,OpenImages,3fefc0feb476ed7e_Human hair
Laptop,"[0, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,8,6,6,5,6,CrowdWorks,7,5,7,7,8,4,3fefc0feb476ed7e.jpg,Laptop,OpenImages,3fefc0feb476ed7e_Laptop
Human hair,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,0ee147db8a6b3908.jpg,Human hair,OpenImages,0ee147db8a6b3908_Human hair
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,0ee147db8a6b3908.jpg,Human body,OpenImages,0ee147db8a6b3908_Human body
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,0ee147db8a6b3908.jpg,Human head,OpenImages,0ee147db8a6b3908_Human head
Mammal,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,0ee147db8a6b3908.jpg,Mammal,OpenImages,0ee147db8a6b3908_Mammal
Man,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,0ee147db8a6b3908.jpg,Man,OpenImages,0ee147db8a6b3908_Man
Clothing,"[1, 0, 0, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,6,6,CrowdWorks,4,5,5,9,8,2,0ee147db8a6b3908.jpg,Clothing,OpenImages,0ee147db8a6b3908_Clothing
Human face,"[1, 0, 1, 0, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,6,6,6,4,6,CrowdWorks,6,3,10,8,5,3,333452abf04d1b2b.jpg,Human face,OpenImages,333452abf04d1b2b_Human face
Girl,"[1, 0, 1, 0, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,6,6,6,4,6,CrowdWorks,6,3,10,8,5,3,333452abf04d1b2b.jpg,Girl,OpenImages,333452abf04d1b2b_Girl
identity,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Other,6,5,5,5,5,CrowdWorks,5,6,7,7,9,1,12a8cf399d440a92.jpg,identity,OpenImages,12a8cf399d440a92_identity
tag,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Male,9,6,5,4,7,CrowdWorks,5,9,5,3,7,2,173217.jpg,tag,LVIS,173217_tag
Guitar,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",41,Male,6,5,5,3,5,CrowdWorks,9,8,6,4,8,3,86fa28d162ee13dc.jpg,Guitar,OpenImages,86fa28d162ee13dc_Guitar
Person,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Male,6,5,5,3,5,CrowdWorks,9,8,6,4,8,3,86fa28d162ee13dc.jpg,Person,OpenImages,86fa28d162ee13dc_Person
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,7,6,6,6,6,CrowdWorks,5,7,6,8,7,0,130130.jpg,monitor_(computer_equipment) computer_monitor,LVIS,130130_monitor_(computer_equipment) computer_monitor
key,"[0, 0, 0, 0, 0, 1]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,8,6,6,5,6,CrowdWorks,7,5,7,7,8,4,201151.jpg,key,LVIS,201151_key
ring,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,Female,7,6,6,5,6,CrowdWorks,6,6,6,9,9,1,135038.jpg,ring,LVIS,135038_ring
Poster,"[0, 0, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,7,6,6,6,6,CrowdWorks,5,7,6,8,7,0,19b9a87786eb4c85.jpg,Poster,OpenImages,19b9a87786eb4c85_Poster
passport,"[0, 0, 0, 0, 0, 1]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Female,7,6,6,6,6,CrowdWorks,4,7,6,7,6,0,156404.jpg,passport,LVIS,156404_passport
teddy_bear,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,Female,7,6,6,6,6,CrowdWorks,4,7,6,7,6,0,156404.jpg,teddy_bear,LVIS,156404_teddy_bear
Woman,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,4,6,5,3,6,CrowdWorks,6,6,5,9,9,2,4afc9fce9b1398c0.jpg,Woman,OpenImages,4afc9fce9b1398c0_Woman
identity,"[1, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,3,5,6,5,5,CrowdWorks,5,6,7,9,8,1,192a6c758bfbf180.jpg,identity,OpenImages,192a6c758bfbf180_identity
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,7,6,6,6,6,CrowdWorks,5,7,6,8,7,0,0a8657e8b5c9d7bb.jpg,Human face,OpenImages,0a8657e8b5c9d7bb_Human face
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,108688.jpg,monitor_(computer_equipment) computer_monitor,LVIS,108688_monitor_(computer_equipment) computer_monitor
cellular_telephone,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,108688.jpg,cellular_telephone,LVIS,108688_cellular_telephone
steering_wheel,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,108688.jpg,steering_wheel,LVIS,108688_steering_wheel
jersey,"[1, 0, 1, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,119714.jpg,jersey,LVIS,119714_jersey
identity,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,1b5d7772b9350086.jpg,identity,OpenImages,1b5d7772b9350086_identity
pet,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,168134.jpg,pet,LVIS,168134_pet
earring,"[0, 0, 0, 1, 0, 0]",6,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,168134.jpg,earring,LVIS,168134_earring
identity,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,0e434121f4d725a5.jpg,identity,OpenImages,0e434121f4d725a5_identity
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Human face,OpenImages,01125dd72c09cc5a_Human face
